Wk,Day,Date,Time,Home,Score,Away,Attendance,Venue,Referee,Match Report,Notes
28,Sun,1994-02-06,,Aston Villa,1-0,Leeds United,,,Jim Borrett,Match Report,
29,Sat,1994-02-12,,Everton,0-0,Ipswich Town,,,Roger Milford,Match Report,
29,Sat,1994-02-12,,Manchester City,0-0,West Ham,,,Vic Callow,Match Report,
29,Sat,1994-02-12,,Tottenham,0-2,Blackburn,,,Jim Borrett,Match Report,
29,Sat,1994-02-12,,Wimbledon,4-2,Newcastle Utd,,,John Lloyd,Match Report,
29,Sat,1994-02-12,,Oldham Athletic,2-1,Chelsea,,,Alan Gunn,Match Report,
29,Sat,1994-02-12,,Sheffield Utd,0-0,Coventry City,,,Joe Worrall,Match Report,
29,Sat,1994-02-12,,Aston Villa,5-0,Swindon Town,,,Robbie Hart,Match Report,
29,Sun,1994-02-13,,Norwich City,1-1,Arsenal,,,Roger Dilkes,Match Report,
29,Mon,1994-02-14,,Southampton,4-2,Liverpool,,,Peter Foakes,Match Report,
30,Sat,1994-02-19,,Everton,1-1,Arsenal,,,David Allison,Match Report,
30,Sat,1994-02-19,,Coventry City,4-0,Manchester City,,,Gerald Ashby,Match Report,
30,Sat,1994-02-19,,Swindon Town,3-3,Norwich City,,,Rodger Gifford,Match Report,
30,Sat,1994-02-19,,Leeds United,2-0,Liverpool,,,Graham Poll,Match Report,
30,Sat,1994-02-19,,Blackburn,1-0,Newcastle Utd,,,Keith Burge,Match Report,
19,Tue,1994-02-22,,Norwich City,2-2,Blackburn,,,Keren Barratt,Match Report,
22,Tue,1994-02-22,,Aston Villa,0-0,Manchester City,,,Martin Bodenham,Match Report,
30,Tue,1994-02-22,,Ipswich Town,3-2,Sheffield Utd,,,Keith Burge,Match Report,
19,Wed,1994-02-23,,Newcastle Utd,4-0,Coventry City,,,Robbie Hart,Match Report,
31,Sat,1994-02-26,,Norwich City,1-1,Sheffield Weds,,,Vic Callow,Match Report,
31,Sat,1994-02-26,,Manchester City,2-1,Swindon Town,,,Peter Foakes,Match Report,
31,Sat,1994-02-26,,Liverpool,1-0,Coventry City,,,Alan Wilkie,Match Report,
31,Sat,1994-02-26,,West Ham,2-2,Manchester Utd,,,David Elleray,Match Report,
31,Sat,1994-02-26,,Southampton,1-0,Wimbledon,,,Dermot Gallagher,Match Report,
31,Sat,1994-02-26,,Arsenal,1-0,Blackburn,,,Joe Worrall,Match Report,
31,Sun,1994-02-27,,Chelsea,4-3,Tottenham,,,T Lloyd,Match Report,
31,Mon,1994-02-28,,Oldham Athletic,1-1,Leeds United,,,Brian Hill,Match Report,
30,Wed,1994-03-02,,Tottenham,1-1,Aston Villa,,,Kelvin Morton,Match Report,
32,Sat,1994-03-05,,Swindon Town,1-1,West Ham,,,Roger Milford,Match Report,
32,Sat,1994-03-05,,Blackburn,2-0,Liverpool,,,Gerald Ashby,Match Report,
32,Sat,1994-03-05,,Ipswich Town,1-5,Arsenal,,,Keren Barratt,Match Report,
32,Sat,1994-03-05,,Tottenham,2-2,Sheffield Utd,,,David Allison,Match Report,
32,Sat,1994-03-05,,Everton,2-1,Oldham Athletic,,,David Elleray,Match Report,
32,Sat,1994-03-05,,Sheffield Weds,0-1,Newcastle Utd,,,Paul Durkin,Match Report,
32,Sat,1994-03-05,,Leeds United,0-0,Southampton,,,Robbie Hart,Match Report,
32,Sat,1994-03-05,,Manchester Utd,0-1,Chelsea,,,Dermot Gallagher,Match Report,
32,Sat,1994-03-05,,Wimbledon,3-1,Norwich City,,,Alan Gunn,Match Report,
32,Sat,1994-03-05,,QPR,1-1,Manchester City,,,Stephen Lodge,Match Report,
32,Sun,1994-03-06,,Coventry City,0-1,Aston Villa,,,Keith Hackett,Match Report,
33,Sat,1994-03-12,,Manchester City,0-1,Wimbledon,,,David Frampton,Match Report,
33,Sat,1994-03-12,,Aston Villa,0-1,Ipswich Town,,,Alan Wilkie,Match Report,
33,Sat,1994-03-12,,Norwich City,3-4,QPR,,,David Allison,Match Report,
33,Sat,1994-03-12,,Newcastle Utd,7-1,Swindon Town,,,Mike Reed,Match Report,
33,Sat,1994-03-12,,Southampton,1-1,Sheffield Weds,,,David Crick,Match Report,
33,Sun,1994-03-13,,Sheffield Utd,2-2,Leeds United,,,Roger Dilkes,Match Report,
33,Sun,1994-03-13,,Liverpool,2-1,Everton,,,Keith Cooper,Match Report,
19,Wed,1994-03-16,,Chelsea,2-0,Wimbledon,,,Kelvin Morton,Match Report,
25,Wed,1994-03-16,,Leeds United,2-0,Aston Villa,,,David Allison,Match Report,
31,Wed,1994-03-16,,Sheffield Utd,1-1,QPR,,,Rodger Gifford,Match Report,
35,Wed,1994-03-16,,Manchester Utd,5-0,Sheffield Weds,,,Martin Bodenham,Match Report,
34,Sat,1994-03-19,,Leeds United,1-0,Coventry City,,,Alan Wilkie,Match Report,
34,Sat,1994-03-19,,Swindon Town,2-2,Manchester Utd,,,Brian Hill,Match Report,
34,Sat,1994-03-19,,Southampton,0-4,Arsenal,,,David Frampton,Match Report,
34,Sat,1994-03-19,,Liverpool,2-1,Chelsea,,,Rodger Gifford,Match Report,
34,Sat,1994-03-19,,Aston Villa,1-2,Oldham Athletic,,,Joe Worrall,Match Report,
34,Sat,1994-03-19,,West Ham,2-4,Newcastle Utd,,,Kelvin Morton,Match Report,
34,Sat,1994-03-19,,QPR,1-0,Wimbledon,,,Mike Reed,Match Report,
34,Sat,1994-03-19,,Tottenham,1-1,Ipswich Town,,,Gerald Ashby,Match Report,
34,Sat,1994-03-19,,Manchester City,0-0,Sheffield Utd,,,Alan Gunn,Match Report,
34,Sun,1994-03-20,,Sheffield Weds,1-2,Blackburn,,,Roger Dilkes,Match Report,
34,Mon,1994-03-21,,Norwich City,3-0,Everton,,,Keith Burge,Match Report,
33,Tue,1994-03-22,,Arsenal,2-2,Manchester Utd,,,Vic Callow,Match Report,
31,Wed,1994-03-23,,Newcastle Utd,2-0,Ipswich Town,,,Keith Cooper,Match Report,
35,Sat,1994-03-26,,Arsenal,1-0,Liverpool,,,Robbie Hart,Match Report,
35,Sat,1994-03-26,,Oldham Athletic,0-0,Manchester City,,,Keith Hackett,Match Report,
35,Sat,1994-03-26,,Sheffield Utd,0-0,Southampton,,,David Elleray,Match Report,
35,Sat,1994-03-26,,Coventry City,2-1,Norwich City,,,David Frampton,Match Report,
35,Sat,1994-03-26,,Ipswich Town,1-3,QPR,,,Brian Hill,Match Report,
35,Sat,1994-03-26,,Chelsea,2-0,West Ham,,,Martin Bodenham,Match Report,
35,Sat,1994-03-26,,Blackburn,3-1,Swindon Town,,,Kelvin Morton,Match Report,
35,Sat,1994-03-26,,Wimbledon,1-0,Leeds United,,,Keith Burge,Match Report,
35,Sat,1994-03-26,,Everton,0-1,Tottenham,,,Keren Barratt,Match Report,
28,Mon,1994-03-28,,Sheffield Utd,3-2,West Ham,,,Paul Durkin,Match Report,
25,Tue,1994-03-29,,Wimbledon,4-1,Blackburn,,,T Lloyd,Match Report,
25,Tue,1994-03-29,,Ipswich Town,2-2,Manchester City,,,Philip Don,Match Report,
28,Tue,1994-03-29,,Newcastle Utd,3-0,Norwich City,,,Terence Holbrook,Match Report,
25,Wed,1994-03-30,,Southampton,1-3,Oldham Athletic,,,Vic Callow,Match Report,
28,Wed,1994-03-30,,Manchester Utd,1-0,Liverpool,,,Keith Hackett,Match Report,
30,Wed,1994-03-30,,Sheffield Weds,3-1,Chelsea,,,David Allison,Match Report,
31,Wed,1994-03-30,,Aston Villa,0-0,Everton,,,Rodger Gifford,Match Report,
36,Fri,1994-04-01,,Leeds United,1-1,Newcastle Utd,,,Keith Cooper,Match Report,
36,Sat,1994-04-02,,Blackburn,2-0,Manchester Utd,,,Roger Milford,Match Report,
36,Sat,1994-04-02,,Sheffield Weds,5-1,Everton,,,Gerald Ashby,Match Report,
36,Sat,1994-04-02,,Oldham Athletic,4-1,QPR,,,Keith Burge,Match Report,
36,Sat,1994-04-02,,Coventry City,1-2,Wimbledon,,,Martin Bodenham,Match Report,
36,Sat,1994-04-02,,Liverpool,1-2,Sheffield Utd,,,Terence Holbrook,Match Report,
36,Sat,1994-04-02,,Norwich City,1-2,Tottenham,,,Alan Wilkie,Match Report,
36,Sat,1994-04-02,,Manchester City,3-0,Aston Villa,,,Paul Durkin,Match Report,
36,Sat,1994-04-02,,Chelsea,2-0,Southampton,,,Mike Reed,Match Report,
36,Sat,1994-04-02,,Arsenal,1-1,Swindon Town,,,Brian Hill,Match Report,
36,Sat,1994-04-02,,West Ham,2-1,Ipswich Town,,,David Elleray,Match Report,
37,Mon,1994-04-04,,Swindon Town,0-1,Sheffield Weds,,,Alan Gunn,Match Report,
37,Mon,1994-04-04,,QPR,0-4,Leeds United,,,Joe Worrall,Match Report,
37,Mon,1994-04-04,,Newcastle Utd,0-0,Chelsea,,,Stephen Lodge,Match Report,
37,Mon,1994-04-04,,Ipswich Town,0-2,Coventry City,,,Rodger Gifford,Match Report,
37,Mon,1994-04-04,,Sheffield Utd,1-1,Arsenal,,,David Frampton,Match Report,
37,Mon,1994-04-04,,Southampton,0-1,Manchester City,,,Brian Hill,Match Report,
37,Mon,1994-04-04,,Manchester Utd,3-2,Oldham Athletic,,,Paul Durkin,Match Report,
37,Mon,1994-04-04,,Wimbledon,1-1,Liverpool,,,Jim Borrett,Match Report,
37,Mon,1994-04-04,,Tottenham,1-4,West Ham,,,Philip Don,Match Report,
37,Mon,1994-04-04,,Aston Villa,0-0,Norwich City,,,Martin Bodenham,Match Report,
37,Mon,1994-04-04,,Everton,0-3,Blackburn,,,Kelvin Morton,Match Report,
38,Sat,1994-04-09,,West Ham,0-1,Everton,,,Peter Foakes,Match Report,
38,Sat,1994-04-09,,Norwich City,4-5,Southampton,,,Keith Cooper,Match Report,
38,Sat,1994-04-09,,Coventry City,1-0,Tottenham,,,Mike Reed,Match Report,
38,Sat,1994-04-09,,Sheffield Weds,3-1,QPR,,,Kelvin Morton,Match Report,
38,Sat,1994-04-09,,Liverpool,1-0,Ipswich Town,,,Dermot Gallagher,Match Report,
38,Sat,1994-04-09,,Manchester City,2-1,Newcastle Utd,,,Jim Borrett,Match Report,
38,Mon,1994-04-11,,Blackburn,1-0,Aston Villa,,,David Allison,Match Report,
21,Wed,1994-04-13,,QPR,1-1,Chelsea,,,Roger Milford,Match Report,
39,Sat,1994-04-16,,Oldham Athletic,1-2,West Ham,,,Keren Barratt,Match Report,
39,Sat,1994-04-16,,Sheffield Utd,1-2,Aston Villa,,,Graham Poll,Match Report,
39,Sat,1994-04-16,,Coventry City,1-1,Sheffield Weds,,,Robbie Hart,Match Report,
39,Sat,1994-04-16,,Arsenal,1-0,Chelsea,,,Alan Wilkie,Match Report,
39,Sat,1994-04-16,,Liverpool,0-2,Newcastle Utd,,,Philip Don,Match Report,
39,Sat,1994-04-16,,Wimbledon,1-0,Manchester Utd,,,Terence Holbrook,Match Report,
39,Sat,1994-04-16,,Manchester City,1-1,Norwich City,,,David Elleray,Match Report,
39,Sat,1994-04-16,,QPR,2-1,Everton,,,Martin Bodenham,Match Report,
39,Sat,1994-04-16,,Ipswich Town,1-1,Swindon Town,,,Vic Callow,Match Report,
39,Sat,1994-04-16,,Southampton,3-1,Blackburn,,,Joe Worrall,Match Report,
39,Sun,1994-04-17,,Leeds United,2-0,Tottenham,,,Roger Milford,Match Report,
38,Tue,1994-04-19,,Arsenal,1-1,Wimbledon,,,Rodger Gifford,Match Report,
40,Sat,1994-04-23,,Chelsea,1-1,Leeds United,,,Peter Foakes,Match Report,
40,Sat,1994-04-23,,Norwich City,0-1,Sheffield Utd,,,Robbie Hart,Match Report,
40,Sat,1994-04-23,,Newcastle Utd,3-2,Oldham Athletic,,,David Allison,Match Report,
40,Sat,1994-04-23,,Swindon Town,2-4,Wimbledon,,,Graham Poll,Match Report,
40,Sat,1994-04-23,,West Ham,1-2,Liverpool,,,Stephen Lodge,Match Report,
40,Sat,1994-04-23,,Tottenham,3-0,Southampton,,,Paul Durkin,Match Report,
40,Sat,1994-04-23,,Aston Villa,1-2,Arsenal,,,Keith Cooper,Match Report,
40,Sat,1994-04-23,,Everton,0-0,Coventry City,,,Roger Dilkes,Match Report,
40,Sat,1994-04-23,,Sheffield Weds,5-0,Ipswich Town,,,Joe Worrall,Match Report,
40,Sat,1994-04-23,,Manchester Utd,2-0,Manchester City,,,Kelvin Morton,Match Report,
40,Sun,1994-04-24,,Blackburn,1-1,QPR,,,Rodger Gifford,Match Report,
30,Tue,1994-04-26,,Wimbledon,3-0,Oldham Athletic,,,Roger Milford,Match Report,
28,Wed,1994-04-27,,QPR,1-1,Arsenal,,,Jim Borrett,Match Report,
33,Wed,1994-04-27,,West Ham,1-2,Blackburn,,,Terence Holbrook,Match Report,
35,Wed,1994-04-27,,Newcastle Utd,5-1,Aston Villa,,,T Lloyd,Match Report,
38,Wed,1994-04-27,,Chelsea,2-0,Swindon Town,,,Brian Hill,Match Report,
38,Wed,1994-04-27,,Leeds United,0-2,Manchester Utd,,,Philip Don,Match Report,
41,Sat,1994-04-30,,Liverpool,0-1,Norwich City,,,Brian Hill,Match Report,
41,Sat,1994-04-30,,Oldham Athletic,0-0,Sheffield Weds,,,Peter Foakes,Match Report,
41,Sat,1994-04-30,,Arsenal,0-2,West Ham,,,Roger Milford,Match Report,
41,Sat,1994-04-30,,Leeds United,3-0,Everton,,,Vic Callow,Match Report,
41,Sat,1994-04-30,,QPR,1-3,Swindon Town,,,David Elleray,Match Report,
41,Sat,1994-04-30,,Manchester City,2-2,Chelsea,,,Graham Poll,Match Report,
41,Sat,1994-04-30,,Wimbledon,2-1,Tottenham,,,David Allison,Match Report,
41,Sat,1994-04-30,,Sheffield Utd,2-0,Newcastle Utd,,,Joe Worrall,Match Report,
41,Sat,1994-04-30,,Southampton,4-1,Aston Villa,,,Stephen Lodge,Match Report,
41,Sun,1994-05-01,,Ipswich Town,1-2,Manchester Utd,,,Alan Gunn,Match Report,
41,Mon,1994-05-02,,Coventry City,2-1,Blackburn,,,Philip Don,Match Report,
29,Tue,1994-05-03,,Leeds United,2-2,Sheffield Weds,,,Alan Gunn,Match Report,
30,Tue,1994-05-03,,QPR,0-0,West Ham,,,Roger Dilkes,Match Report,
38,Tue,1994-05-03,,Oldham Athletic,1-1,Sheffield Utd,,,Alan Wilkie,Match Report,
30,Wed,1994-05-04,,Manchester Utd,2-0,Southampton,,,Terence Holbrook,Match Report,
33,Wed,1994-05-04,,Chelsea,1-2,Coventry City,,,Jim Borrett,Match Report,
33,Thu,1994-05-05,,Oldham Athletic,0-2,Tottenham,,,Rodger Gifford,Match Report,
42,Sat,1994-05-07,,Blackburn,0-0,Ipswich Town,,,John Lloyd,Match Report,
42,Sat,1994-05-07,,Sheffield Weds,1-1,Manchester City,,,Terence Holbrook,Match Report,
42,Sat,1994-05-07,,Swindon Town,0-5,Leeds United,,,Martin Bodenham,Match Report,
42,Sat,1994-05-07,,Aston Villa,2-1,Liverpool,,,Keith Burge,Match Report,
42,Sat,1994-05-07,,West Ham,3-3,Southampton,,,Gerald Ashby,Match Report,
42,Sat,1994-05-07,,Norwich City,1-1,Oldham Athletic,,,David Frampton,Match Report,
42,Sat,1994-05-07,,Tottenham,1-2,QPR,,,Alan Gunn,Match Report,
42,Sat,1994-05-07,,Everton,3-2,Wimbledon,,,Robbie Hart,Match Report,
42,Sat,1994-05-07,,Chelsea,3-2,Sheffield Utd,,,Keith Cooper,Match Report,
42,Sat,1994-05-07,,Newcastle Utd,2-0,Arsenal,,,Roger Dilkes,Match Report,
42,Sun,1994-05-08,,Manchester Utd,0-0,Coventry City,,,Stephen Lodge,Match Report,
