Wk,Day,Date,Time,Home,Score,Away,Attendance,Venue,Referee,Match Report,Notes
31,Sat,2001-03-31,,Sunderland,0-2,Leeds United,,,Steve Dunn,Match Report,
31,Sat,2001-03-31,,Liverpool,2-0,Manchester Utd,,,Graham Poll,Match Report,
31,Sat,2001-03-31,,West Ham,0-2,Everton,,,Andy D'Urso,Match Report,
31,Sat,2001-03-31,,Manchester City,1-3,Aston Villa,,,Rob Styles,Match Report,
31,Sat,2001-03-31,,Coventry City,2-0,Derby County,,,David Elleray,Match Report,
31,Sun,2001-04-01,,Charlton Ath,2-0,Leicester City,,,Jeff Winter,Match Report,
31,Mon,2001-04-02,,Southampton,0-3,Ipswich Town,,,Alan Wiley,Match Report,
21,Wed,2001-04-04,,Aston Villa,2-1,Leicester City,,,Mike Dean,Match Report,
32,Sat,2001-04-07,,Aston Villa,2-2,West Ham,,,Rob Harris,Match Report,
32,Sat,2001-04-07,,Derby County,0-4,Chelsea,,,Stephen Lodge,Match Report,
32,Sat,2001-04-07,,Leicester City,1-3,Coventry City,,,Graham Barber,Match Report,
32,Sat,2001-04-07,,Leeds United,2-0,Southampton,,,Jeff Winter,Match Report,
32,Sun,2001-04-08,,Everton,3-1,Manchester City,,,David Elleray,Match Report,
32,Mon,2001-04-09,,Middlesbrough,0-0,Sunderland,,,Andy D'Urso,Match Report,
32,Tue,2001-04-10,,Ipswich Town,1-1,Liverpool,,,Steve Dunn,Match Report,
32,Tue,2001-04-10,,Manchester Utd,2-1,Charlton Ath,,,Mark Halsey,Match Report,
32,Tue,2001-04-10,,Tottenham,2-1,Bradford City,,,Stephen Bennett,Match Report,
34,Wed,2001-04-11,,Manchester City,0-4,Arsenal,,,Neale Barry,Match Report,
33,Fri,2001-04-13,,Bradford City,2-0,Charlton Ath,,,Peter Jones,Match Report,
33,Fri,2001-04-13,,Liverpool,1-2,Leeds United,,,Alan Wiley,Match Report,
33,Sat,2001-04-14,,Manchester Utd,4-2,Coventry City,,,Mike Riley,Match Report,
33,Sat,2001-04-14,,Chelsea,1-0,Southampton,,,Clive Wilkes,Match Report,
33,Sat,2001-04-14,,West Ham,3-1,Derby County,,,Rob Styles,Match Report,
33,Sat,2001-04-14,,Sunderland,2-3,Tottenham,,,David Elleray,Match Report,
33,Sat,2001-04-14,,Ipswich Town,1-0,Newcastle Utd,,,Mike Dean,Match Report,
33,Sat,2001-04-14,,Arsenal,0-3,Middlesbrough,,,Paul Durkin,Match Report,
33,Sat,2001-04-14,,Aston Villa,2-1,Everton,,,Paul Taylor,Match Report,
33,Sat,2001-04-14,,Leicester City,1-2,Manchester City,,,Barry Knight,Match Report,
34,Mon,2001-04-16,,Coventry City,1-0,Sunderland,,,Dermot Gallagher,Match Report,
34,Mon,2001-04-16,,Everton,2-3,Liverpool,,,Jeff Winter,Match Report,
34,Mon,2001-04-16,,Derby County,2-0,Leicester City,,,Mark Halsey,Match Report,
34,Mon,2001-04-16,,Middlesbrough,1-2,Ipswich Town,,,Stephen Bennett,Match Report,
34,Mon,2001-04-16,,Newcastle Utd,2-1,West Ham,,,Paul Durkin,Match Report,
34,Tue,2001-04-17,,Charlton Ath,3-3,Aston Villa,,,Graham Poll,Match Report,
34,Tue,2001-04-17,,Tottenham,0-3,Chelsea,,,Graham Barber,Match Report,
35,Sat,2001-04-21,,Aston Villa,0-0,Southampton,,,Jeff Winter,Match Report,
35,Sat,2001-04-21,,Bradford City,2-0,Derby County,,,Neale Barry,Match Report,
35,Sat,2001-04-21,,Chelsea,0-1,Charlton Ath,,,Mike Dean,Match Report,
35,Sat,2001-04-21,,Ipswich Town,2-0,Coventry City,,,Graham Barber,Match Report,
35,Sat,2001-04-21,,Sunderland,1-1,Newcastle Utd,,,Mike Riley,Match Report,
35,Sat,2001-04-21,,Arsenal,4-1,Everton,,,Dermot Gallagher,Match Report,
35,Sat,2001-04-21,,Manchester Utd,1-1,Manchester City,,,David Elleray,Match Report,
35,Sat,2001-04-21,,West Ham,0-2,Leeds United,,,Graham Poll,Match Report,
35,Sat,2001-04-21,,Leicester City,0-3,Middlesbrough,,,Paul Taylor,Match Report,
35,Sun,2001-04-22,,Liverpool,3-1,Tottenham,,,Barry Knight,Match Report,
36,Sat,2001-04-28,,Tottenham,0-0,Aston Villa,,,Clive Wilkes,Match Report,
36,Sat,2001-04-28,,Leeds United,2-0,Chelsea,,,Steve Dunn,Match Report,
36,Sat,2001-04-28,,Middlesbrough,0-2,Manchester Utd,,,Stephen Lodge,Match Report,
36,Sat,2001-04-28,,Everton,2-1,Bradford City,,,Paul Durkin,Match Report,
36,Sat,2001-04-28,,Coventry City,0-2,Liverpool,,,Stephen Bennett,Match Report,
36,Sat,2001-04-28,,Southampton,0-1,Sunderland,,,Alan Wiley,Match Report,
36,Sat,2001-04-28,,Charlton Ath,2-1,Ipswich Town,,,Rob Styles,Match Report,
36,Sat,2001-04-28,,Manchester City,1-0,West Ham,,,Peter Jones,Match Report,
36,Sat,2001-04-28,,Derby County,1-2,Arsenal,,,Graham Barber,Match Report,
36,Sat,2001-04-28,,Newcastle Utd,1-0,Leicester City,,,Graham Poll,Match Report,
21,Tue,2001-05-01,,Bradford City,0-2,Liverpool,,,Jeff Winter,Match Report,
26,Tue,2001-05-01,,Newcastle Utd,1-1,Southampton,,,Stephen Lodge,Match Report,
37,Sat,2001-05-05,,West Ham,3-0,Southampton,,,Clive Wilkes,Match Report,
37,Sat,2001-05-05,,Manchester Utd,0-1,Derby County,,,Neale Barry,Match Report,
37,Sat,2001-05-05,,Chelsea,2-1,Everton,,,Rob Harris,Match Report,
37,Sat,2001-05-05,,Leicester City,4-2,Tottenham,,,Mike Dean,Match Report,
37,Sat,2001-05-05,,Sunderland,3-2,Charlton Ath,,,Steve Dunn,Match Report,
37,Sat,2001-05-05,,Liverpool,3-0,Newcastle Utd,,,Mark Halsey,Match Report,
37,Sat,2001-05-05,,Aston Villa,3-2,Coventry City,,,Mike Riley,Match Report,
37,Sat,2001-05-05,,Bradford City,1-1,Middlesbrough,,,Graham Barber,Match Report,
37,Sat,2001-05-05,,Arsenal,2-1,Leeds United,,,Peter Jones,Match Report,
37,Mon,2001-05-07,,Ipswich Town,2-1,Manchester City,,,Stephen Lodge,Match Report,
28,Tue,2001-05-08,,Liverpool,2-2,Chelsea,,,Mike Riley,Match Report,
34,Sun,2001-05-13,,Southampton,2-1,Manchester Utd,,,Jeff Winter,Match Report,
34,Sun,2001-05-13,,Leeds United,6-1,Bradford City,,,Andy D'Urso,Match Report,
32,Tue,2001-05-15,,Newcastle Utd,0-0,Arsenal,,,Alan Wiley,Match Report,
38,Sat,2001-05-19,,Everton,2-2,Sunderland,,,Stephen Bennett,Match Report,
38,Sat,2001-05-19,,Leeds United,3-1,Leicester City,,,David Elleray,Match Report,
38,Sat,2001-05-19,,Manchester City,1-2,Chelsea,,,Mike Riley,Match Report,
38,Sat,2001-05-19,,Charlton Ath,0-4,Liverpool,,,Graham Barber,Match Report,
38,Sat,2001-05-19,,Southampton,3-2,Arsenal,,,Paul Taylor,Match Report,
38,Sat,2001-05-19,,Tottenham,3-1,Manchester Utd,,,Andy D'Urso,Match Report,
38,Sat,2001-05-19,,Middlesbrough,2-1,West Ham,,,Paul Durkin,Match Report,
38,Sat,2001-05-19,,Derby County,1-1,Ipswich Town,,,Graham Poll,Match Report,
38,Sat,2001-05-19,,Newcastle Utd,3-0,Aston Villa,,,Barry Knight,Match Report,
38,Sat,2001-05-19,,Coventry City,0-0,Bradford City,,,Alan Wiley,Match Report,
