Wk,Day,Date,Time,Home,Score,Away,Attendance,Venue,Referee,Match Report,Notes
31,Sat,1996-03-16,,Wimbledon,0-3,Arsenal,,,Dermot Gallagher,Match Report,
31,Sat,1996-03-16,,Liverpool,2-0,Chelsea,,,Steve Dunn,Match Report,
31,Sun,1996-03-17,,Leeds United,2-2,Everton,,,Gerald Ashby,Match Report,
31,Mon,1996-03-18,,Newcastle Utd,3-0,West Ham,,,Stephen Lodge,Match Report,
32,Tue,1996-03-19,,Aston Villa,0-0,Middlesbrough,,,Paul Alcock,Match Report,
30,Wed,1996-03-20,,Southampton,0-1,Sheffield Weds,,,Martin Bodenham,Match Report,
30,Wed,1996-03-20,,Bolton,2-3,Tottenham,,,Steve Dunn,Match Report,
33,Wed,1996-03-20,,Manchester Utd,1-0,Arsenal,,,Gary Willard,Match Report,
32,Sat,1996-03-23,,Arsenal,2-0,Newcastle Utd,,,Paul Durkin,Match Report,
32,Sat,1996-03-23,,Nott'ham Forest,1-0,Liverpool,,,Paul Danson,Match Report,
32,Sat,1996-03-23,,Everton,2-4,Wimbledon,,,Roger Dilkes,Match Report,
32,Sat,1996-03-23,,Bolton,2-1,Sheffield Weds,,,Jeff Winter,Match Report,
32,Sat,1996-03-23,,West Ham,4-2,Manchester City,,,Keith Cooper,Match Report,
32,Sat,1996-03-23,,Chelsea,1-1,QPR,,,Mike Reed,Match Report,
32,Sun,1996-03-24,,Manchester Utd,1-0,Tottenham,,,Gerald Ashby,Match Report,
32,Mon,1996-03-25,,Southampton,1-0,Coventry City,,,Stephen Lodge,Match Report,
33,Sat,1996-03-30,,Wimbledon,1-0,Nott'ham Forest,,,Keith Burge,Match Report,
33,Sat,1996-03-30,,Bolton,1-1,Manchester City,,,Roger Dilkes,Match Report,
33,Sat,1996-03-30,,QPR,3-0,Southampton,,,Peter Jones,Match Report,
33,Sat,1996-03-30,,Blackburn,0-3,Everton,,,Jeff Winter,Match Report,
33,Sat,1996-03-30,,Tottenham,3-1,Coventry City,,,Robbie Hart,Match Report,
33,Sat,1996-03-30,,Leeds United,0-1,Middlesbrough,,,David Elleray,Match Report,
26,Wed,1996-04-03,,Leeds United,1-0,Southampton,,,Martin Bodenham,Match Report,
33,Wed,1996-04-03,,Liverpool,4-3,Newcastle Utd,,,Mike Reed,Match Report,
34,Fri,1996-04-05,,Middlesbrough,3-1,Sheffield Weds,,,Keith Cooper,Match Report,
34,Sat,1996-04-06,,West Ham,1-1,Wimbledon,,,Paul Durkin,Match Report,
34,Sat,1996-04-06,,Arsenal,2-1,Leeds United,,,Jeff Winter,Match Report,
34,Sat,1996-04-06,,Coventry City,1-0,Liverpool,,,Peter Jones,Match Report,
34,Sat,1996-04-06,,Chelsea,1-2,Aston Villa,,,Graham Poll,Match Report,
34,Sat,1996-04-06,,Nott'ham Forest,2-1,Tottenham,,,Paul Alcock,Match Report,
34,Sat,1996-04-06,,Manchester City,2-3,Manchester Utd,,,Mike Reed,Match Report,
34,Sat,1996-04-06,,Everton,3-0,Bolton,,,Martin Bodenham,Match Report,
34,Sat,1996-04-06,,Southampton,1-0,Blackburn,,,David Elleray,Match Report,
34,Sat,1996-04-06,,Newcastle Utd,2-1,QPR,,,Paul Danson,Match Report,
35,Mon,1996-04-08,,Blackburn,2-1,Newcastle Utd,,,Gary Willard,Match Report,
35,Mon,1996-04-08,,Liverpool,2-0,West Ham,,,Paul Alcock,Match Report,
35,Mon,1996-04-08,,Bolton,2-1,Chelsea,,,Stephen Lodge,Match Report,
35,Mon,1996-04-08,,Sheffield Weds,1-0,Arsenal,,,Steve Dunn,Match Report,
35,Mon,1996-04-08,,QPR,3-1,Everton,,,Paul Durkin,Match Report,
35,Mon,1996-04-08,,Wimbledon,3-0,Manchester City,,,Graham Poll,Match Report,
35,Mon,1996-04-08,,Aston Villa,3-0,Southampton,,,Paul Danson,Match Report,
35,Mon,1996-04-08,,Manchester Utd,1-0,Coventry City,,,Dermot Gallagher,Match Report,
35,Mon,1996-04-08,,Leeds United,1-3,Nott'ham Forest,,,Robbie Hart,Match Report,
35,Mon,1996-04-08,,Tottenham,1-1,Middlesbrough,,,Peter Jones,Match Report,
36,Sat,1996-04-13,,Nott'ham Forest,1-5,Blackburn,,,Peter Jones,Match Report,
36,Sat,1996-04-13,,Southampton,3-1,Manchester Utd,,,Graham Poll,Match Report,
36,Sat,1996-04-13,,West Ham,1-0,Bolton,,,Alan Wilkie,Match Report,
36,Sat,1996-04-13,,Manchester City,1-0,Sheffield Weds,,,Robbie Hart,Match Report,
36,Sat,1996-04-13,,Chelsea,4-1,Leeds United,,,Dermot Gallagher,Match Report,
36,Sat,1996-04-13,,Middlesbrough,1-2,Wimbledon,,,Gerald Ashby,Match Report,
36,Sat,1996-04-13,,Coventry City,1-0,QPR,,,Keith Cooper,Match Report,
36,Sun,1996-04-14,,Newcastle Utd,1-0,Aston Villa,,,Martin Bodenham,Match Report,
36,Mon,1996-04-15,,Arsenal,0-0,Tottenham,,,Mike Reed,Match Report,
36,Tue,1996-04-16,,Everton,1-1,Liverpool,,,David Elleray,Match Report,
27,Wed,1996-04-17,,Newcastle Utd,1-0,Southampton,,,Dermot Gallagher,Match Report,
27,Wed,1996-04-17,,Nott'ham Forest,0-0,Coventry City,,,Mike Reed,Match Report,
30,Wed,1996-04-17,,Blackburn,3-2,Wimbledon,,,Robbie Hart,Match Report,
30,Wed,1996-04-17,,Manchester Utd,1-0,Leeds United,,,Keith Cooper,Match Report,
33,Wed,1996-04-17,,Aston Villa,1-1,West Ham,,,Steve Dunn,Match Report,
33,Wed,1996-04-17,,Sheffield Weds,0-0,Chelsea,,,Gary Willard,Match Report,
37,Sat,1996-04-27,,Wimbledon,0-2,Coventry City,,,Steve Dunn,Match Report,
37,Sat,1996-04-27,,QPR,3-0,West Ham,,,Gary Willard,Match Report,
37,Sat,1996-04-27,,Blackburn,1-1,Arsenal,,,Keith Cooper,Match Report,
37,Sat,1996-04-27,,Aston Villa,0-1,Manchester City,,,David Elleray,Match Report,
37,Sat,1996-04-27,,Bolton,0-1,Southampton,,,Gerald Ashby,Match Report,
37,Sat,1996-04-27,,Sheffield Weds,2-5,Everton,,,Mike Reed,Match Report,
37,Sat,1996-04-27,,Tottenham,1-1,Chelsea,,,Alan Wilkie,Match Report,
37,Sat,1996-04-27,,Liverpool,1-0,Middlesbrough,,,Roger Dilkes,Match Report,
37,Sun,1996-04-28,,Manchester Utd,5-0,Nott'ham Forest,,,Jeff Winter,Match Report,
37,Mon,1996-04-29,,Leeds United,0-1,Newcastle Utd,,,Keith Burge,Match Report,
30,Wed,1996-05-01,,Arsenal,0-0,Liverpool,,,Gerald Ashby,Match Report,
27,Thu,1996-05-02,,Leeds United,1-3,Tottenham,,,Martin Bodenham,Match Report,
30,Thu,1996-05-02,,Nott'ham Forest,1-1,Newcastle Utd,,,Roger Dilkes,Match Report,
38,Sun,1996-05-05,,Coventry City,0-0,Leeds United,,,David Elleray,Match Report,
38,Sun,1996-05-05,,Everton,1-0,Aston Villa,,,Robbie Hart,Match Report,
38,Sun,1996-05-05,,Middlesbrough,0-3,Manchester Utd,,,Paul Durkin,Match Report,
38,Sun,1996-05-05,,Newcastle Utd,1-1,Tottenham,,,Dermot Gallagher,Match Report,
38,Sun,1996-05-05,,Southampton,0-0,Wimbledon,,,Mike Reed,Match Report,
38,Sun,1996-05-05,,Chelsea,2-3,Blackburn,,,Martin Bodenham,Match Report,
38,Sun,1996-05-05,,Manchester City,2-2,Liverpool,,,Stephen Lodge,Match Report,
38,Sun,1996-05-05,,Arsenal,2-1,Bolton,,,Gary Willard,Match Report,
38,Sun,1996-05-05,,Nott'ham Forest,3-0,QPR,,,Gerald Ashby,Match Report,
38,Sun,1996-05-05,,West Ham,1-1,Sheffield Weds,,,Roger Dilkes,Match Report,
